hypothesis,evidences,label
Only Patients with metastasis in less than 9 infraclavicular lymph nodes are eligible for NCT00050167.,"[""Inclusion Criteria:"", ""  Patients with pN2a (metastasis in four to nine axillary lymph nodes) are eligible as are patients with pN3a (ten or more axillary lymph nodes). Patients with infraclavicular lymph node involvement are NOT eligible.""]",Contradiction
NCT00593827 and NCT02425891 both measure PFS of their patient cohorts and use the same time frame.,"[""Outcome Measurement: "", ""  Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 (v1.1) in All Randomized Participants"", ""  PFS was defined as the time from randomization to the occurrence of disease progression, as determined by investigators from tumor assessments per RECIST v1.1, or death from any cause, whichever occurred first."", ""  Time frame: Baseline up to approximately 34 months""]",Contradiction
"In contrast to NCT00768222, NCT02102490 did not record any cases of Skin lymphangitis, Bone marrow suppression or Allergic shock.","[""Adverse Events 1:"", ""  Total: 33/132 (25.00%)"", ""  Febrile neutropenia 1/132 (0.76%)"", ""  Haematotoxicity 1/132 (0.76%)"", ""  Neutropenia 1/132 (0.76%)"", ""  Sinus bradycardia 1/132 (0.76%)"", ""  Tachycardia 1/132 (0.76%)"", ""  Abdominal pain 2/132 (1.52%)"", ""  Abdominal pain upper 1/132 (0.76%)"", ""  Constipation 1/132 (0.76%)"", ""  Large intestinal obstruction 1/132 (0.76%)"", ""  Nausea 3/132 (2.27%)""]",Entailment
The majority of patients in NCT00811135 experienced at least one adverse event.,"[""Adverse Events 1:"", ""  Total: 20/88 (22.73%)""]",Contradiction
There were no cases of extravasation in either NCT02402764 or NCT00490646.,"[""Adverse Events 1:"", ""  Total: 3/10 (30.00%)"", ""  Sinus tachycardia * 1/10 (10.00%)"", ""  Blurred vision * 1/10 (10.00%)"", ""  Memory impairment * 1/10 (10.00%)"", ""  Dyspnea * 2/10 (20.00%)""]",Contradiction
All cancer stages are accepted for NCT03190083 and NCT01805089.,"[""Inclusion Criteria:"", ""  New diagnosis of breast cancer"", ""  New diagnosis if a previous breast cancer patient with negative surgical margins"", ""  Patients willing to sign a written informed consent form""]",Contradiction
"Helen had stage III ovarian cancer 7 years prior, but has been disease-free for 5 years., she is excluded from NCT00859651.","[""Exclusion Criteria:"", ""  Other prior malignancy. The following is allowed: adequately treated basal cell or squamous cell skin cancer, in situ cervical cancer, adequately treated stage I or II cancer from which the participant is currently in complete remission, or any other cancer (including breast cancer) for which the participant has been disease-free for 5 years.""]",Contradiction
A 56 year old patient with a masectomy would not be eligible for NCT02165605,"[""Inclusion Criteria:"", ""  Female, age 18 or older"", ""  Intact breast (not surgically absent)""]",Entailment
Two different types of tachycardia occurred to patients in cohort 2 of NCT01565083.,"[""Adverse Events 2:"", ""  Supraventricular tachycardia * 1/107 (0.93%)"", ""  Tachycardia * 1/107 (0.93%)""]",Entailment
Patients with an ImmunoHistoChemistry test result of 3+ are excluded from NCT00675259 and NCT01875367.,"[""  Exclusion:"", ""  HER-2 neu overexpression either by IHC 3+ or FISH+""]",Contradiction
1/7 patients in cohort 1 of NCT00452673 suffered dose-limiting toxicities.,"[""Outcome Measurement: "", ""  Number of Participants With Dose Limiting Toxicities Per Dose Level - Safety Population"", ""  Safety was assessed from first dose of study drug through at least 30 days after the last dose, until resolution of drug-related toxicity or when toxicity was deemed irreversible, whichever was longer. An adverse event (AE) was considered a dose limiting toxicity (DLT) if it occurred in the first 21 days and was at least possibly related to study drugs and were: Clinically-evident toxicity of Grade >= 3, or of Grade 2 which required interruption of treatment for >= 7 days (consecutive or non-consecutive); non-hematologic abnormal laboratory value of Grade >= 3, or hematologic toxicity of Grade 4, which persisted 7 days; any grade toxicity which in the judgment of the investigator required a dose reduction or removal from further study therapy."", ""  Time frame: Day 1 to 30 days post last dose"", ""Results 1: "", ""  Arm/Group Title: 50 mg Dasatinib + 825 mg/m^2Capecitabine"", ""  Arm/Group Description: Dose Level 1: 50 milligram (mg) dasatinib oral tablet twice daily (BID) plus 825 mg per meter squared (m^2) capecitabine oral tablet BID. Participants were treated at each dose level (DL) for minimum of 21 days before accrual to the next DL. Rules for dose escalation: If 0 dose level toxicity (DLT) was observed in the first 3 participants in a cohort, the next higher cohort was opened to accrual. If 1 DLT was observed in the first 3 participants in a cohort, then 3 additional participants were studied. If 0 DLT was observed in those 3 (ie, 1 DLT in 6 subjects at the DL), the next higher cohort was opened for accrual. If >=2 DLT was observed in up to 6 subjects, then the maximum tolerated dose (MTD) was exceeded and the next lower DL was defined as the MTD. If 0 DLT was observed in 6 participants in a cohort and the next higher DL exceeded the MTD, then intermediate DLs would be studied. Once the MTD was determined, additional participants were enrolled into that dose group."", ""  Overall Number of Participants Analyzed: 7"", ""  Measure Type: Number"", ""  Unit of Measure: participants  1""]",Entailment
"Stephanie has been living with her boyfriend for 2 months, she is eligible for NCT02721147.","[""Inclusion Criteria:"", ""  Has a partner or spouse who is > 21"", ""  Lives with a romantic partner > 6 months""]",Contradiction
A patient who had a total bilateral mastectomy in the year prior to study entry would be excluded from both NCT01966471 and NCT00981812.,"[""Inclusion Criteria:"", ""  Known hormone receptor status of the primary tumor"", ""Adequately excised: participants must have undergone either breast-conserving surgery or mastectomy/nipple- or skin-sparing mastectomy""]",Entailment
Presence of Extracranial metastases is part of the exclusion critera for NCT00617539.,"[""DISEASE CHARACTERISTICS:"", ""  Histologically or cytologically confirmed breast cancer with radiographically confirmed metastases to the brain"", ""  Extracranial metastases allowed""]",Contradiction
"NCT00464646 records only gastrointestinal adverse events, whereas NCT00006110 doesn’t record any GI adverse events.","[""Adverse Events 1:"", ""  Total: 7/52 (13.46%)"", ""  Febrile neutropenia (fever of unknown origin without clinically or microbiologically documented infe * 0/52 (0.00%)"", ""  Atrial Fibrillation * 1/52 (1.92%)"", ""  Sepsis * 1/52 (1.92%)"", ""  Muscle weakness upper limb * 1/52 (1.92%)"", ""  Dizziness * 1/52 (1.92%)"", ""  Seizure * 1/52 (1.92%)"", ""  Nervous system disorders - Other, specify *  [1]1/52 (1.92%)"", ""Adverse Events 2:"", ""  Total: 1/30 (3.33%)"", ""  Febrile neutropenia (fever of unknown origin without clinically or microbiologically documented infe * 1/30 (3.33%)"", ""  Atrial Fibrillation * 0/30 (0.00%)"", ""  Sepsis * 0/30 (0.00%)"", ""  Muscle weakness upper limb * 0/30 (0.00%)"", ""  Dizziness * 0/30 (0.00%)"", ""  Seizure * 0/30 (0.00%)"", ""  Nervous system disorders - Other, specify *  [1]0/30 (0.00%)""]",Contradiction
Patients with HER2 positive breast tumors are eligible for NCT00372424 and NCT00041067.,"[""Inclusion Criteria:"", ""  Breast cancer with evidence of unresectable, locally recurrent, or metastatic disease."", ""  Tumors over-expressing Her-2"", ""  Candidate for treatment with docetaxel/trastuzumab""]",Entailment
A patient in cohort 2 of NCT00024102 received a Plasma transfusion.,"[""Adverse Events 2:"", ""  Total: 17/181 (9.39%)"", ""  Disseminated intravascular coagulation 0/181 (0.00%)"", ""  Febrile neutropenia 1/181 (0.55%)"", ""  Hemoglobin decreased 13/181 (7.18%)"", ""  Lymphatics 0/181 (0.00%)"", ""  Transfusion: pRBCs 1/181 (0.55%)"", ""  Arrhythmia supraventricular 1/181 (0.55%)"", ""  Cardiac disorder 0/181 (0.00%)"", ""  Edema 0/181 (0.00%)"", ""  Left ventricular failure 1/181 (0.55%)"", ""  Myocardial ischemia 0/181 (0.00%)""]",Contradiction
The majority of patients in NCT00811135 did not experience Left ventricular dysfunction.,"[""Adverse Events 1:"", ""  Total: 20/88 (22.73%)""]",Entailment
"Adequate Hematologic, Hepatic and renal function is not necessary for participating in NCT00478257.","[""Inclusion Criteria:"", ""  stage I-III breast cancer"", ""  adjuvant or neoadjuvant anthracycline-based chemotherapy"", ""Exclusion Criteria:"", ""  under age 18"", ""  pregnancy"", ""  metastatic or inoperable (including inflammatory) breast cancer"", ""  confounding underlying medical illnesses"", ""  history of mania"", ""  history of other axis-I psychiatric disorder"", ""  other physical or psychological impairments -""]",Entailment
"There were 0 cases of night blindness in NCT00066573, and 1 in NCT01091454.","[""Adverse Events 1:"", ""  Total: 19/3761 (0.51%)"", ""  Cardiac ischemia/infarction 3/3761 (0.08%)"", ""  Left ventricular systolic dysfunction 1/3761 (0.03%)"", ""  Restrictive cardiomyopathy 1/3761 (0.03%)"", ""  Supraven.arrhyth. Atrial flutter 1/3761 (0.03%)"", ""  Ventric.arrhyth. Trigeminy 1/3761 (0.03%)"", ""  Hypothyroidism 0/3761 (0.00%)"", ""  Blurred vision 1/3761 (0.03%)"", ""  Nyctalopia 0/3761 (0.00%)"", ""  Ocular - Other 1/3761 (0.03%)"", ""Adverse Events 2:"", ""  Total: 7/3759 (0.19%)"", ""  Cardiac ischemia/infarction 0/3759 (0.00%)"", ""  Left ventricular systolic dysfunction 0/3759 (0.00%)"", ""  Restrictive cardiomyopathy 0/3759 (0.00%)"", ""  Supraven.arrhyth. Atrial flutter 0/3759 (0.00%)"", ""  Ventric.arrhyth. Trigeminy 0/3759 (0.00%)"", ""  Hypothyroidism 1/3759 (0.03%)"", ""  Blurred vision 0/3759 (0.00%)"", ""  Nyctalopia 1/3759 (0.03%)"", ""  Ocular - Other 0/3759 (0.00%)""]",Contradiction
Mark complained he had a racing heart twice in the last month and he is therefore excluded from NCT02732119.,"[""Exclusion Criteria:"", ""  Clinically significant, uncontrolled heart disease and/or recent cardiac events.""]",Contradiction
"Patients with Class III obesity cannot be included in NCT02650193, but can be entered into NCT00656669, even if they have uncontrolled Hypertension.","[""Inclusion Criteria:"", ""  Body mass index (BMI) of 19 to 40 kg/m^2 , inclusive""]",Contradiction
57% of patients in cohort 1 of NCT00723125 had Pathological Complete Response Rates at Surgery.,"[""Outcome Measurement: "", ""  Pathological Complete Response Rates at Surgery"", ""  [Not Specified]"", ""  Time frame: at surgery approximately 5 months after initial treatment"", ""Results 1: "", ""  Arm/Group Title: Cohort 1"", ""  Arm/Group Description: Avastin 10 mg/kg IV over 90 minutes day -14 Abraxane 100 mg/m2 IV over 30 minutes weekly x 12 weeks with Carboplatin at AUC 6 over 30 min IV and Avastin 15 mg/kg IV over 30-90 minutes weeks 1,4,7, and 10 Avastin 10 mg/kg IV over 30-60 minutes cycles 1-3 (omit dose with cycle 4) Doxorubicin 60 mg/m2* and Cyclophosphamide 600 mg/m2 IV q2weeks x 4 cycles Definitive surgery Avastin 10 mg/kg IV over 30-60 minutes q2weeks x 34 weeks"", ""  Cohort 1 and Cohort 2: Abraxane 100 mg/m2 IV over 30 minutes weekly x 12 weeks with Carboplatin at AUC 6 over 30 min IV and Avastin 15 mg/kg IV over 30-90 minutes weeks 1,4,7, and 10 (in Cohort 2, omit dose of Avastin on week 10)"", ""  Overall Number of Participants Analyzed: 28"", ""  Measure Type: Number"", ""  Unit of Measure: participants  16""]",Entailment
"One patient in NCT00924352 had abnormally low levels of AST, ALT and ANC.","[""Adverse Events 1:"", ""  Total: 11/56 (19.64%)"", ""  Febrile Neutropenia * 3/56 (5.36%)"", ""  Neutropenia * 1/56 (1.79%)"", ""  Pancytopenia * 1/56 (1.79%)"", ""  Atrial Fibrillation * 1/56 (1.79%)"", ""  Coronary Artery Disease * 1/56 (1.79%)"", ""  Constipation * 1/56 (1.79%)"", ""  Chest Pain * 1/56 (1.79%)"", ""  Non-Cardiac Chest Pain * 1/56 (1.79%)"", ""  Edema due to Cardiac Disease * 1/56 (1.79%)"", ""  Cellulitis * 1/56 (1.79%)""]",Contradiction
Patients must be english to participate in NCT01042938.,"[""Inclusion Criteria:"", ""  Female with a diagnosis of, non-inflammatory breast adenocarcinoma and be referred for post-operative radiotherapy without concurrent chemotherapy."", ""  Participants must be at least 21 years of age."", ""  Participants must not be pregnant."", ""  Participants can be from any racial or ethnic origin."", ""  Breast adenocarcinoma could have been treated by either lumpectomy or mastectomy with or without adjuvant or neoadjuvant chemotherapy or hormonal treatment."", ""  Participants with in situ breast cancer are eligible."", ""  Participants who are prescribed concurrent hormone treatment with radiation treatment are eligible."", ""  Participants must be scheduled to receive five sessions of radiation therapy per week (1 session per day) for at least four weeks using standard (1.8-2.0 Gy per session)or Canadian (2.2-2.5 Gy per session)irradiation fractionation."", ""  A time period of three weeks must elapse after chemotherapy and surgery before beginning the study."", ""  The total dose prescribed to the whole breast should be 50 Gy or greater."", ""  Participants must be able to understand English and able to complete assessment forms (all assessment forms are in English)."", ""  Participants must be able to swallow medication."", ""  Topical skin agents, e.g., Aquaphor, Cetaphil, or other emollients, are allowed either PRN or prophylactically."", ""  Participant must give informed consent."", ""Exclusion Criteria:"", ""  Patients with bilateral breast cancer are not eligible."", ""  Patients who have had previous radiation therapy to the breast or chest are not eligible."", ""  Patients who are prescribed chemotherapy concurrently with radiation treatment are not eligible."", ""  Patients who will be receiving treatment with Herceptin (trastuzumab), anti-coagulants, or anti-human epidermal growth factor receptor (EGFR) drugs, e.g. Iressa (gefitinib), Erbitux (cetuximab, C225), concurrently with their radiation therapy are not eligible."", ""  Patients cannot have had breast reconstructions, implants, and/or expanders."", ""  Patients with known radiosensitivity syndromes (e.g., Ataxia-telangiectasia) are not eligible."", ""  Patients with collagen vascular disease, vasculitis, unhealed surgical sites, or breast infections are not eligible."", ""  Patients whose baseline blood tests meet the following criteria are not eligible: greater than or equal to Grade 2 change Hemoglobin (i.e., 25% decrease from baseline); greater than or equal to Grade 1 change in Platelets (i.e., less than 75,000/mm3); greater than or equal to Grade 2 change in PT and PTT(i.e., 1.5-2x upper level normal (ULN)); greater than or equal to Grade 1 change in AST, ALT (i.e., greater than 2.5x ULN); greater than or equal to Grade 1 change in Bilirubin (i.e., greater than 1.5x ULN); greater than or equal to Grade 1 change in Creatinine (i.e., greater than 2x ULN).""]",Contradiction
NCT00322348 and NCT00429572 use ECOG to evaluate potential candidates' performance status.,"[""  World Health Organization (WHO) performance status of 0, 1, or 2""]",Contradiction
